이제는 완연히 뒷방 늙은이 신세 된 홍준표가 그립다    …  정치판 양진호 찢점명의 엽기적인 행각을 보다 보니   홍준표는 거기 비하면 성인군자 수준 이라는 착각도 하게 된다 	2018-11-08 08:53	0	0	0.024132519294343926
‘마약 혐의’ 추가해 양진호 체포…심야 조사 거부 / SBS  	2018-11-08 08:41	0	0	0.043866215050669066
전교조와 민주노총이 사회적 약자가 아니란 민주당 정부.  아래 말은 <전교조를 법외 노조에서 직권 해제하면, 민주노총이 요구하는 ILO 핵심협약들 비준하면 혼란 가중되고, 경제 위기로 서민 피해볼 것>이란 말과 등치해도 똑같은 말.  웃으면서 뺨때리는 양진호와 뭔 차이냐? 	2018-11-08 08:35	10	3	0.02052098354942645
"이런 자가 어떻게 법망을 피해왔는지 그동안 무혐의 처리했던 검사 경찰  전관변호사 정치인들 싹 조사해라  "40 넘으면 얼굴에 나타난다.  짐승 눈빛 저 살기 봐라.."  …	2018-11-07 18:29	551	403	0.06446081811425657
해외 서버를 두고, 대포폰을 만들고, 노출 프로그램을 이용하는 등 양진호는 성범죄 동영상으로 돈을 벌기 위해 갖은 방법을 썼습니다.  다시 보기 :   후원하기 :    갑질 탐사보도는,  	2018-11-07 18:24	348	248	0.06798424082706604
양진호사건의 보도시기와 관련해서 이재명 물타기가 아닌가 의혹을 표하는 사람들이 있지만 사건을 취재한 박상규기자가 그런 머리를 쓸만한 사람이 아니고, 돈.조폭.마약.권력이 유착된 이 사건은 정운호게이트같이 오히려 아수라시티의 실체를 여는 단초가 될 것 같은 예감이다.   다들 쫄고 있나?	2018-11-07 14:07	598	596	0.031247662236708124
'양진호 폭행' 피해 교수 "최유정 변호사, 이름만 봐도 놀랍고 공포스러웠다"  … 최유정 이 사람 이렇게 연결이 되네...ㄷㄷㄷ 법조인들은 전관예우로 쉽게 엄청난 돈을 벌고 돈과 권력을 가진 범죄자는 쉽게 엄청난 돈으로 빠져나가고... 참 정의로운 사법시스템...	2018-11-07 13:04	653	305	0.020901125927345828
 개인의 도덕성 문제로 제한되어선 안됩니다. 그가 소유하고 있는 사업 전체에 대한 불법행위를 철저히 수사해야 합니다.  에 대한 수사를 촉구하는 내용의 국민청원에 20만명이 넘는 시민들이 서명에 동참했습니다. 수사기관이 이를 엄중히 수사해 가도록 촉구합니다. 	2018-11-06 18:31	113	63	0.042924241645470824
하나마나한 소리라 안 하려 했는데, 위디스크 사태의 고발자가 양진호에게 따귀를 맞고 '인권을 이렇게 짓밟아도 되나' 싶었다고 진술한 대목에서 가슴이 콱 막혔었다. 인권에 대해 알고 있던 자들이 여성들의 인권을 짓밟으며 돈을 벌어왔다는 거, 제가 맞고 나서야 인권을 입에 올렸다는 게 참담했다	2018-11-06 14:44	9700	1900	0.029132731334206956
그 동안 경찰은 수사관이 없어서 수사하기 어렵다고 징징댔으면서 양진호 갑질 사태가 터진 후 수사인력을 14명이나 늘렸습니다. 사건의 크기만 따졌을 때 웹하드 카르텔이 훨씬 크고 깊습니다. 경찰은 더 이상 조직적 성폭력 온상인 웹하드 카르텔을 사소하게 여기지 마십시오.	2018-11-06 13:43	699	148	0.026288314247467935
이 표에 있는 김경욱이라는 사람은 송곳의 실제 모델이자 전 이랜드노조 위원장이었습니다. 이랜드 사퇴 이후 그는 양진호의 측근으로 생활하며 위디스크와 파일노리의 법적분쟁까지 처리했습니다. 	2018-11-06 13:40	835	121	0.041758591150517214
문재인이 정현백 자르고 진선미 장관 꽂고... 정작 진선미는 리벤지 포르노 처벌법 발의 했는데 양진호 김경욱 커넥션에 문재인 인재 영입 거론되던 김경욱 ㅋㅋㅋㅋㅋㅋㅋㅋ 진선미가 지금 주춤한 거 너무 이해가잖아. 첨엔 눈치 보고 충성한다 생각했는데 애초에 목적이 이런 거 덮으려는 건가.	2018-11-06 13:39	133	36	-0.0014843050949263697
오늘 양진호 개인이 아닌 웹하드 카르텔 전체의 전면 수사를 요구하는 기자회견을 진행했습니다. 좌우할 것 없이 정치계, 사법부 얽혀있는 사람이 한 둘이 아닐 것으로 예상됩니다. 강력 수사가 필요합니다. 	2018-11-06 13:38	2400	676	0.03526677357475747
<송곳>의 실제모델이자 웹하드카르텔의 핵 "뮤레카" 김경욱 이사가 진보, 언론사, 법조계, 정치권 인맥을 활용해 불법음란물 유통을 비호했다는 한국사이버성폭력대응센터의 주장과 구속 촉구. 정치권 유착에 대해서는 추가 폭로 예고.      … 	2018-11-06 13:06	1700	248	0.0753589820791125
경향. 왜 디지털 성범죄 영상을 '야동, 음란물'로 얘기하나요? 양진호 폭행 영상은 '액션물'이라고 안 하잖아요? 말 똑바로 해서 기사 쓰세요. 알겠어요? 	2018-11-06 11:34	3300	482	0.01991179246474379
